"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Pielou","Coverage"
"Z9.5",1404,1457.72340425532,14.1262607678127,1447.12295216789,18.7263600331013,5.7672556806352,0.987816360804513,82.0772828179603,254.262723708125,0.795803994908228,0.998405330301882
"Z9.6",1063,1088.35714285714,8.282194024401,1092.75098025188,16.2849958983996,4.8645622978221,0.968384565954097,31.6301208627429,181.460204480484,0.698043727978486,0.99887899456865
"Z9.7",2431,2497.24074074074,14.6073520066085,2481.68192767256,24.5640279240421,6.72728885098706,0.996826974409996,315.156613659344,501.625559989731,0.862909033405076,0.997679045092838
"Z9.8",189,195.315789473684,4.35316176229957,196.071841725119,6.8651939411912,1.29154861346441,0.438067223479344,1.77957229366784,23.987669938775,0.246396594447187,0.999747379057724
"Z4.1",2171,2234.47596153846,13.4996689245625,2243.18951062593,23.3747512694992,6.06409673378353,0.978414994620437,46.3284572978072,435.337271434494,0.789293451701999,0.997426424150562
"Z4.5",1955,2023.49418604651,14.7737884536742,2023.83446700425,22.161960925343,6.11875350272198,0.987227794911936,78.2950158649212,382.092591519836,0.807420961367274,0.997568523430592
"Z4.6",896,926.348314606742,9.54196824963247,928.010998896745,14.9702422324132,4.50614384113017,0.955840971032527,22.6454254856147,147.787319265554,0.662868981983056,0.998831628141973
"Z4.7",1049,1073,8.20663098609262,1073.9580923228,16.1874568017144,4.79426251929974,0.961516559227781,25.9852024645855,178.584758923797,0.689267297442414,0.998989516230895
"Z4.8",1092,1102.56818181818,5.28621178085712,1101.46284542089,15.3977564104976,5.61728371303262,0.98952869472128,95.4990780406553,187.446165199726,0.802954756852488,0.99951054692434
"Z4.9",1824,1851.71929824561,8.56188049791036,1846.05419456465,21.1096578730099,5.14987362643509,0.957112135674581,23.3166191818816,350.63553866355,0.685846263771527,0.998736895288619
"Z10.1",1786,1823.55629139073,10.0030881085643,1831.29120525301,20.9879043473772,6.52275448160802,0.996927380026631,325.45515184666,341.631435931332,0.871125321683004,0.998310597448528
"Z10.5",1585,1612.66666666667,8.40139456945558,1621.00663929782,19.5177879611309,6.19935900705756,0.99043178188353,104.512667649026,294.932672434905,0.841350870206824,0.99867374005305
"Z10.6",1196,1238.71559633028,11.6331025070632,1239.53903056022,17.2652430788567,5.37388235376183,0.983534749235903,60.7339672093262,209.235515075342,0.7583012668766,0.998468485537451
"Z10.7",630,649.448275862069,7.61906116623198,647.417647927354,12.1644150597201,2.14407459583803,0.569239233304694,2.32147418547831,97.2090465294025,0.33263540084223,0.999242137173172
"Z10.8",1295,1321.06666666667,8.57339699663602,1319.39740935197,17.9041286587182,5.52717621743336,0.986298135804545,72.9827697702408,230.4317099539,0.771277013354443,0.998910572186434
